"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Eid1",5.48592343097514e-05,0.103101042320835,0.416,0.346,0.598294809382148,"Control","Eid1"
"Chmp4b",5.4912315281539e-05,0.0877341153621971,0.612,0.534,0.598873710460465,"Control","Chmp4b"
"Ssbp3",5.53529227580311e-05,0.0865824098342327,0.344,0.269,0.603678975599088,"Control","Ssbp3"
"Sav1",5.55237345347479e-05,0.082805930061553,0.189,0.131,0.60554184883596,"Control","Sav1"
"Tie1",5.55252964759825e-05,0.109091468351931,0.315,0.25,0.605558883367066,"Control","Tie1"
"Trim47",5.64064971914293e-05,0.140608433799692,0.411,0.352,0.615169258369728,"Control","Trim47"
"Lig1",5.66853259592498e-05,0.148693568184378,0.547,0.502,0.618210164911578,"Control","Lig1"
"Mapkapk2",5.84389241329049e-05,0.0973754351541626,0.254,0.193,0.637334906593461,"Control","Mapkapk2"
"Tnrc6c",5.94591716446503e-05,0.0881025499997585,0.297,0.222,0.648461725956556,"Control","Tnrc6c"
"Fnbp1",5.994470672208e-05,0.102234347396048,0.648,0.584,0.653756971511005,"Control","Fnbp1"
"Foxp1",6.06869801955591e-05,0.0848496311602356,0.647,0.567,0.661852206012768,"Control","Foxp1"
"Frmd8",6.09606908183528e-05,0.0866207132543916,0.278,0.207,0.664837294064955,"Control","Frmd8"
"H2-T23",6.16951440116911e-05,0.0815912656880063,0.574,0.495,0.672847240591503,"Control","H2-T23"
"Rnf187",6.3450711656938e-05,0.0921224619050773,0.768,0.714,0.691993461330565,"Control","Rnf187"
"Tgfb1",6.49132098848699e-05,0.100558499928266,0.872,0.839,0.707943467004391,"Control","Tgfb1"
"Rnf130",6.59005202947288e-05,0.0931838363014108,0.629,0.562,0.718711074334313,"Control","Rnf130"
"Ddx6",6.76509867785941e-05,0.10525589249164,0.329,0.263,0.737801661807348,"Control","Ddx6"
"Srebf1",6.98116206934859e-05,0.0805942376283304,0.199,0.139,0.761365535283157,"Control","Srebf1"
"Ctsb",7.33431051190472e-05,0.0905524182325084,0.463,0.39,0.799879904428329,"Control","Ctsb"
"Zfp219",7.39327478259028e-05,0.0880914309778789,0.209,0.152,0.806310547789296,"Control","Zfp219"
"Slc25a11",7.43419497159888e-05,0.0917064879437173,0.608,0.536,0.810773303602574,"Control","Slc25a11"
"Basp1",7.69702899894963e-05,0.0971680432580281,0.224,0.163,0.839437982625447,"Control","Basp1"
"Renbp",7.85219533879893e-05,0.0920730639185338,0.137,0.093,0.856360423649411,"Control","Renbp"
"Atp6v1b2",7.97327603035863e-05,0.079003448937032,0.314,0.239,0.869565483870912,"Control","Atp6v1b2"
"H2-Q6",8.07794671400314e-05,0.0934368124642618,0.396,0.316,0.880980868629182,"Control","H2-Q6"
"Samhd1",8.19716326144412e-05,0.112350536691484,0.269,0.212,0.893982625293095,"Control","Samhd1"
"Arfgap1",8.22985213200255e-05,0.0866353316940922,0.173,0.121,0.897547673516198,"Control","Arfgap1"
"Nrros",8.73112797546494e-05,0.0907291860057478,0.495,0.416,0.952216817004207,"Control","Nrros"
"Fam160b1",8.84027823307929e-05,0.0849784920435738,0.141,0.095,0.964120744099627,"Control","Fam160b1"
"Hnrnpu",8.85836880114055e-05,0.0860537991261514,0.76,0.709,0.966093701452388,"Control","Hnrnpu"
"H2-T22",8.87074474826722e-05,0.100919629804738,0.684,0.625,0.967443422246024,"Control","H2-T22"
"AI837181",9.02354251066912e-05,0.0920360518628093,0.192,0.137,0.984107546213575,"Control","AI837181"
"Elf1",9.24506979978289e-05,0.114645577355602,0.582,0.523,1,"Control","Elf1"
"F2r",9.27704749099058e-05,0.146874726566564,0.485,0.424,1,"Control","F2r"
"Diaph1",9.4616038329594e-05,0.100362908161552,0.528,0.463,1,"Control","Diaph1"
"Vezf1",9.59100450742077e-05,0.0967798956800572,0.515,0.445,1,"Control","Vezf1"
"Pik3ip1",9.78946454901058e-05,0.120844146608482,0.407,0.341,1,"Control","Pik3ip1"
"Kpna4",9.79440300347424e-05,0.100002753496482,0.328,0.263,1,"Control","Kpna4"
"Arf3",9.79511071003739e-05,0.0744997620031387,0.805,0.754,1,"Control","Arf3"
"Jun",0.000101773084562542,0.123074943643283,0.152,0.108,1,"Control","Jun"
"Fam102b",0.00010289577210438,0.088474662579341,0.147,0.101,1,"Control","Fam102b"
"Ddx39b",0.000102950882274714,0.0923621941635873,0.593,0.524,1,"Control","Ddx39b"
"Chd4",0.000103360373037417,0.0894997367469617,0.694,0.63,1,"Control","Chd4"
"Stard3",0.000103852342098396,0.0754094664660387,0.19,0.13,1,"Control","Stard3"
"Csad",0.000104827115981242,0.103797023073838,0.253,0.198,1,"Control","Csad"
"Phf3",0.000105238240903043,0.0914880465033777,0.503,0.433,1,"Control","Phf3"
"Tmbim6",0.00010763183799866,0.104068149175629,0.77,0.727,1,"Control","Tmbim6"
"Dusp2",0.000108475718273251,0.121527008330119,0.401,0.333,1,"Control","Dusp2"
"Smarcd2",0.000110565278233807,0.0853422540401944,0.454,0.38,1,"Control","Smarcd2"
"Abt1",0.000113779911984588,0.0863589249790774,0.251,0.193,1,"Control","Abt1"
"Gsn",0.000115249438160476,0.0938728319335297,0.214,0.158,1,"Control","Gsn"
"Ywhab",0.000116144534327993,0.0684243059222529,0.819,0.758,1,"Control","Ywhab"
"Hsd17b10",0.000116649786917198,0.109481207497214,0.72,0.67,1,"Control","Hsd17b10"
"Qars",0.000117507285177965,0.102893664069125,0.379,0.317,1,"Control","Qars"
"Trim24",0.000119288270377608,0.0814137644694917,0.153,0.108,1,"Control","Trim24"
"Golga2",0.00012180325945209,0.0756739197567181,0.124,0.08,1,"Control","Golga2"
"Gna13",0.000121869807802551,0.101448052759459,0.322,0.259,1,"Control","Gna13"
"Klhl21",0.000123055017954177,0.103118321398122,0.353,0.288,1,"Control","Klhl21"
"Rbm5",0.000127854390011824,0.0714354173695543,0.56,0.475,1,"Control","Rbm5"
"Zfp644",0.000130492082361224,0.0906757273485619,0.466,0.392,1,"Control","Zfp644"
"Ctcf",0.000132106124060526,0.104356799892189,0.531,0.463,1,"Control","Ctcf"
"Smc1a",0.000132135148418861,0.0774525200300495,0.691,0.623,1,"Control","Smc1a"
"Tcf4",0.00013216780699314,0.102449930733653,0.531,0.461,1,"Control","Tcf4"
"Spty2d1",0.000134639557517322,0.0947079568150688,0.171,0.127,1,"Control","Spty2d1"
"Topors",0.000137808284862971,0.100976111349273,0.322,0.261,1,"Control","Topors"
"Nedd4",0.000137868552367944,0.0942099290508203,0.642,0.583,1,"Control","Nedd4"
"Gps1",0.000138079958727425,0.0826576772476263,0.348,0.278,1,"Control","Gps1"
"Tnfrsf1b",0.000139991532806754,0.105221666010965,0.333,0.269,1,"Control","Tnfrsf1b"
"Ythdf1",0.000140899506939404,0.0868595019547195,0.22,0.166,1,"Control","Ythdf1"
"Cct7",0.000145385741028712,0.0659448761455739,0.687,0.609,1,"Control","Cct7"
"Hbp1",0.000145614411876913,0.0917940298279279,0.214,0.158,1,"Control","Hbp1"
"Ipo13",0.000145814884659341,0.0631723401041767,0.106,0.066,1,"Control","Ipo13"
"Mark2",0.000146736773635136,0.0902448974462177,0.283,0.223,1,"Control","Mark2"
"St3gal1",0.000147452645789855,0.0961688656783032,0.237,0.181,1,"Control","St3gal1"
"Irf9",0.000148645366684479,0.0834081990726077,0.17,0.114,1,"Control","Irf9"
"Polr2a",0.000152143502832039,0.0975672448641628,0.369,0.306,1,"Control","Polr2a"
"Slc22a15",0.000152777643179676,0.0781067688977596,0.171,0.118,1,"Control","Slc22a15"
"Fmnl1",0.00016131769707751,0.103200215042792,0.404,0.34,1,"Control","Fmnl1"
"Krt18",0.000161675830590099,0.10103178179016,0.542,0.469,1,"Control","Krt18"
"Arl5a",0.000161809440536941,0.0859391178109511,0.157,0.111,1,"Control","Arl5a"
"Tkt",0.000164560209296776,0.0689363559075902,0.848,0.805,1,"Control","Tkt"
"Iffo1",0.000166886073400683,0.0658792572049489,0.115,0.073,1,"Control","Iffo1"
"Rcbtb1",0.000167378457780655,0.0894136439804644,0.28,0.216,1,"Control","Rcbtb1"
"Cenpb",0.00016761958682255,0.0915136799955955,0.249,0.19,1,"Control","Cenpb"
"Cnppd1",0.000169689174383482,0.0764052976907876,0.291,0.216,1,"Control","Cnppd1"
"Lgals8",0.000176331600417716,0.0821535984675876,0.229,0.166,1,"Control","Lgals8"
"Lrrcc1",0.000177105003047501,0.10058625686327,0.335,0.274,1,"Control","Lrrcc1"
"Sap30l",0.000184769603523417,0.0821408026101454,0.249,0.186,1,"Control","Sap30l"
"Glul",0.000184780343057944,0.110940831059006,0.442,0.37,1,"Control","Glul"
"Zfp664",0.000188564101082071,0.0918918261733242,0.327,0.257,1,"Control","Zfp664"
"Dnaja1",0.000193712378312194,0.0894478540820924,0.793,0.754,1,"Control","Dnaja1"
"Spi1",0.000195787167418049,0.0812285700507895,0.6,0.53,1,"Control","Spi1"
"Ier5",0.000197350409679942,0.0950689967469736,0.281,0.216,1,"Control","Ier5"
"Kansl1",0.000197474572639508,0.0896581066545818,0.318,0.249,1,"Control","Kansl1"
"Rnf167",0.000200238338595758,0.0844800945132439,0.402,0.33,1,"Control","Rnf167"
"Mpnd",0.000203267359766201,0.0818910816780846,0.145,0.101,1,"Control","Mpnd"
"Pja2",0.000205468969296579,0.0972223817366158,0.212,0.164,1,"Control","Pja2"
"Yy1",0.000209255686656152,0.095813867960521,0.47,0.401,1,"Control","Yy1"
"Stx16",0.000209790204793281,0.0992141855488559,0.553,0.486,1,"Control","Stx16"
"Ywhaz",0.000212128169938795,0.0724481246079951,0.806,0.754,1,"Control","Ywhaz"
"Pom121",0.000213003980164506,0.0818195958874454,0.218,0.165,1,"Control","Pom121"
"Dcaf13",0.000214431868789026,0.088627106881184,0.211,0.165,1,"Control","Dcaf13"
"Tmem258",0.000215873448942248,0.0781693299185779,0.76,0.698,1,"Control","Tmem258"
"AI504432",0.000219208148082748,0.0808393485257468,0.131,0.093,1,"Control","AI504432"
"Csnk1g2",0.000220597942043251,0.0848023894904818,0.394,0.324,1,"Control","Csnk1g2"
"Ulk3",0.000222617094271965,0.0698636407126916,0.114,0.072,1,"Control","Ulk3"
"Etv3",0.000231568955104413,0.069279808904924,0.153,0.102,1,"Control","Etv3"
"Bptf",0.000231917519622111,0.0910354592008716,0.54,0.467,1,"Control","Bptf"
"Setd1b",0.000232930379089977,0.0909446996637207,0.284,0.224,1,"Control","Setd1b"
"Usp4",0.000239201026532171,0.0905412533886661,0.218,0.169,1,"Control","Usp4"
"Dcaf8",0.000249087801533182,0.0996755870209206,0.463,0.398,1,"Control","Dcaf8"
"Pnrc1",0.000251011846693665,0.0844264681932547,0.719,0.652,1,"Control","Pnrc1"
"Coro7",0.000258078618380297,0.0711603525940784,0.205,0.145,1,"Control","Coro7"
"Mcm7",0.000259754537200383,0.099485256845858,0.579,0.526,1,"Control","Mcm7"
"Cnot6",0.000260704077264444,0.0889933557392529,0.385,0.32,1,"Control","Cnot6"
"Spns2",0.000262144727240848,0.0875267959836636,0.437,0.367,1,"Control","Spns2"
"Pias4",0.000266775391150374,0.0796405858462171,0.198,0.144,1,"Control","Pias4"
"Acadvl",0.000270192493416268,0.0888720993529072,0.251,0.199,1,"Control","Acadvl"
"Copb1",0.000277673178279607,0.0813569670022413,0.312,0.249,1,"Control","Copb1"
"Ldb1",0.000277833596681259,0.088609057080408,0.378,0.307,1,"Control","Ldb1"
"Drg2",0.000280052189925342,0.0795258085933843,0.186,0.139,1,"Control","Drg2"
"Lmbrd1",0.000282021477711578,0.0855076524220308,0.14,0.1,1,"Control","Lmbrd1"
"Tnfaip8l2",0.000284002280610284,0.0764562072968212,0.115,0.075,1,"Control","Tnfaip8l2"
"Mob3c",0.000284784513445155,0.0912287728757209,0.243,0.183,1,"Control","Mob3c"
"Clta",0.000286847428814662,0.0715529433817148,0.826,0.779,1,"Control","Clta"
"Ewsr1",0.000304111112745632,0.101593377060309,0.65,0.607,1,"Control","Ewsr1"
"Tsc1",0.000304814919280598,0.0774208057366055,0.184,0.135,1,"Control","Tsc1"
"Myo1c",0.000305563485204598,0.0762465159958646,0.237,0.176,1,"Control","Myo1c"
"Trp53i13",0.000306517791370027,0.0775771154246091,0.257,0.189,1,"Control","Trp53i13"
"Atp13a2",0.000308286759104121,0.0918958058286664,0.262,0.207,1,"Control","Atp13a2"
"Ing1",0.000309140420370841,0.0915776764202056,0.395,0.334,1,"Control","Ing1"
"Smg6",0.000310486048370716,0.0811631238395512,0.242,0.183,1,"Control","Smg6"
"Csnk1e",0.000314605901518563,0.0998817569114524,0.532,0.471,1,"Control","Csnk1e"
"Hdac7",0.00031489757384739,0.0829412441662118,0.228,0.169,1,"Control","Hdac7"
"Gyg",0.000315924071162459,0.0794204992833476,0.386,0.318,1,"Control","Gyg"
"Myo18a",0.000316269875022171,0.0855364380530805,0.2,0.15,1,"Control","Myo18a"
"Ccnk",0.000324030296640508,0.0726859221973452,0.161,0.114,1,"Control","Ccnk"
"Acin1",0.000326416186824154,0.0800745052578534,0.578,0.512,1,"Control","Acin1"
"Mfge8",0.000327080154511873,0.0923946230074372,0.281,0.226,1,"Control","Mfge8"
"Btg1",0.000333780172190255,0.100266793540622,0.456,0.393,1,"Control","Btg1"
"Znrf1",0.000335176968679084,0.0825134649549013,0.535,0.465,1,"Control","Znrf1"
"Rock2",0.000342805957336113,0.0882017555664509,0.333,0.27,1,"Control","Rock2"
"Atg4b",0.000343828810848883,0.0846984299662768,0.177,0.135,1,"Control","Atg4b"
"Ptpn12",0.00034611906463307,0.100618801206511,0.302,0.248,1,"Control","Ptpn12"
"Mkln1",0.000347432110896368,0.0742025289096844,0.362,0.288,1,"Control","Mkln1"
"Sf3a2",0.000352245931075748,0.0880512793035744,0.356,0.3,1,"Control","Sf3a2"
"Kmt2b",0.000359544161328675,0.0671079357107208,0.113,0.074,1,"Control","Kmt2b"
"Dlat",0.000360401421234464,0.0769965641370663,0.236,0.181,1,"Control","Dlat"
"Prpf38b",0.000360732287643139,0.0983103632771019,0.5,0.438,1,"Control","Prpf38b"
"Pcyt1a",0.000363678104568874,0.0833745866021593,0.21,0.16,1,"Control","Pcyt1a"
"Bod1",0.000365466615818143,0.0767692789085578,0.181,0.134,1,"Control","Bod1"
"Strn4",0.000367776907463026,0.0862109773080767,0.311,0.25,1,"Control","Strn4"
"Pip5k1c",0.000373345455103709,0.0818571458944011,0.252,0.192,1,"Control","Pip5k1c"
"Msl1",0.000381041892207265,0.083976031393549,0.559,0.498,1,"Control","Msl1"
"Snw1",0.00038590933431066,0.0793909993825765,0.581,0.513,1,"Control","Snw1"
"Dido1",0.000392157858627088,0.0846214503429161,0.348,0.281,1,"Control","Dido1"
"Nisch",0.000393714278447497,0.101314429889545,0.587,0.531,1,"Control","Nisch"
"Prickle3",0.000406050349976399,0.0638893345395669,0.128,0.082,1,"Control","Prickle3"
"Ube2r2",0.000408796224737492,0.0751620550741938,0.552,0.479,1,"Control","Ube2r2"
"Sepp1",0.000411351088613937,0.0869073222565124,0.492,0.423,1,"Control","Sepp1"
"Rsrp1",0.000413813804918389,0.075836372884178,0.946,0.935,1,"Control","Rsrp1"
"Smg5",0.000417160182159707,0.0784875422634427,0.216,0.165,1,"Control","Smg5"
"Wdr46",0.000422476471588276,0.0727367433730728,0.221,0.167,1,"Control","Wdr46"
"P4hb",0.000434044729857136,0.0767928099977532,0.478,0.414,1,"Control","P4hb"
"Bbc3",0.000437196739834064,0.0874863287412793,0.331,0.265,1,"Control","Bbc3"
"Sec61a1",0.000440684999765669,0.0843570326190193,0.374,0.31,1,"Control","Sec61a1"
"Dnm1l",0.000441591986771828,0.0862015193478769,0.348,0.284,1,"Control","Dnm1l"
"Fbxo22",0.000449902104567001,0.0859666432602657,0.302,0.246,1,"Control","Fbxo22"
"Erf",0.000452522896525683,0.0890785068575375,0.275,0.22,1,"Control","Erf"
"Xrcc1",0.000452648739966789,0.0730654720745161,0.228,0.179,1,"Control","Xrcc1"
"Stxbp3",0.000455450045754086,0.0734676963891097,0.145,0.104,1,"Control","Stxbp3"
"Gsk3a",0.000458806140330496,0.0871425314060944,0.264,0.21,1,"Control","Gsk3a"
"Slc38a2",0.000460755460656692,0.0873462602056552,0.561,0.499,1,"Control","Slc38a2"
"Phactr4",0.00046255683140169,0.084246154673041,0.164,0.121,1,"Control","Phactr4"
"Eif4b",0.000466174996590054,0.0826174858348068,0.711,0.654,1,"Control","Eif4b"
"Cep170b",0.000466430098436556,0.0802813987864125,0.277,0.216,1,"Control","Cep170b"
"Upf2",0.000477193982688728,0.106669925825551,0.366,0.314,1,"Control","Upf2"
"Upf3b",0.000489601562479819,0.090669514229732,0.434,0.369,1,"Control","Upf3b"
"Herc1",0.000492050501388349,0.095411244140764,0.318,0.26,1,"Control","Herc1"
"Hspa4",0.000496333712292069,0.0798594243507221,0.468,0.406,1,"Control","Hspa4"
"Patz1",0.000497645865989915,0.0921016742964222,0.418,0.358,1,"Control","Patz1"
"Gdi1",0.0004994281932677,0.092371066768935,0.523,0.455,1,"Control","Gdi1"
"Sec24c",0.000502646542932141,0.0760335098655735,0.165,0.121,1,"Control","Sec24c"
"Nckap1l",0.000502658735083718,0.072163805970389,0.258,0.2,1,"Control","Nckap1l"
"Csnk1a1",0.000505674437936194,0.0751204157005081,0.768,0.709,1,"Control","Csnk1a1"
"Elf4",0.000505754539687957,0.0761099240127397,0.222,0.164,1,"Control","Elf4"
"Pdxk",0.000511522132592124,0.0767301572296013,0.165,0.118,1,"Control","Pdxk"
"Phf20l1",0.000514614674009316,0.0901451592217241,0.453,0.391,1,"Control","Phf20l1"
"Atg12",0.000515120483103945,0.0796792383251025,0.231,0.177,1,"Control","Atg12"
"Agfg1",0.00051954283883918,0.0631414583643244,0.162,0.115,1,"Control","Agfg1"
"Lpin2",0.000520358146238954,0.0885120711392142,0.325,0.266,1,"Control","Lpin2"
"Tspyl1",0.000520880237618355,0.0844192244875472,0.362,0.302,1,"Control","Tspyl1"
"Ccng2",0.000526060299975799,0.0732980932781089,0.18,0.132,1,"Control","Ccng2"
"Eif4g2",0.000527327718542707,0.0604285805975571,0.855,0.812,1,"Control","Eif4g2"
"Lyl1",0.000527533211464632,0.10811563043987,0.723,0.685,1,"Control","Lyl1"
"Ctsd",0.000527750191832587,0.0795366393902441,0.802,0.751,1,"Control","Ctsd"
"Klhl6",0.000536615864607628,0.0852565776039604,0.436,0.372,1,"Control","Klhl6"
"Cbfa2t3",0.000545032303904357,0.0984427624966804,0.613,0.557,1,"Control","Cbfa2t3"
"Prrc2a",0.00054735544672913,0.0847707282843505,0.427,0.366,1,"Control","Prrc2a"
"Rnf10",0.00055143576098139,0.0737537381707112,0.565,0.501,1,"Control","Rnf10"
"Eif3d",0.000551693767641483,0.0740388634305111,0.546,0.478,1,"Control","Eif3d"
"Oxa1l",0.000553910611989531,0.0772450734847715,0.36,0.295,1,"Control","Oxa1l"
"Map1lc3a",0.000558460466158628,0.0813180490687275,0.364,0.301,1,"Control","Map1lc3a"
"P2ry1",0.000559647444194465,0.0682935837796037,0.114,0.077,1,"Control","P2ry1"
"Igfbp4",0.000560838886217131,0.0987375241668477,0.466,0.406,1,"Control","Igfbp4"
"Taf10",0.000561870080151232,0.0722514716045219,0.576,0.504,1,"Control","Taf10"
"Paqr7",0.00057903242769924,0.078933082374032,0.34,0.274,1,"Control","Paqr7"
"Myb",0.000581763968553588,0.086282337242912,0.639,0.588,1,"Control","Myb"
"Homer3",0.000582600335329611,0.0932465037377646,0.292,0.237,1,"Control","Homer3"
"Mau2",0.000592419574109162,0.0856711023865796,0.193,0.146,1,"Control","Mau2"
"Itgb1",0.000601882099626442,0.0815925372916981,0.454,0.39,1,"Control","Itgb1"
"Hmha1",0.000604092905863506,0.0565317021009404,0.7,0.635,1,"Control","Hmha1"
"Hgs",0.00060471517978573,0.0814486339738572,0.186,0.139,1,"Control","Hgs"
"Cep350",0.000608536723237694,0.0656264257131238,0.149,0.103,1,"Control","Cep350"
"Srek1",0.000618435349636312,0.0966003433115834,0.491,0.429,1,"Control","Srek1"
"Spn",0.000619688537960226,0.0661345002439151,0.611,0.541,1,"Control","Spn"
"Cdipt",0.000621068871573258,0.0912633932885803,0.303,0.252,1,"Control","Cdipt"
"Hist1h1e",0.00062142002869914,0.0833144113328877,0.279,0.221,1,"Control","Hist1h1e"
"Cyth4",0.000633794245699456,0.0605165727388667,0.209,0.146,1,"Control","Cyth4"
"Top2b",0.000634821195873509,0.0913942235745145,0.427,0.365,1,"Control","Top2b"
"Hp1bp3",0.000635945062449551,0.0798168976741935,0.612,0.55,1,"Control","Hp1bp3"
"Ubxn4",0.000637246459881854,0.0747320952239545,0.624,0.557,1,"Control","Ubxn4"
"Tox4",0.000644993087115484,0.0906942260982601,0.27,0.218,1,"Control","Tox4"
"Socs4",0.00064641233424028,0.0790186207292601,0.199,0.152,1,"Control","Socs4"
"Copb2",0.000647220142486479,0.0837371890640937,0.304,0.25,1,"Control","Copb2"
"Kit",0.000652226609490155,0.0791730308147482,0.664,0.61,1,"Control","Kit"
"Foxj3",0.000653119855179278,0.0755327442080898,0.343,0.28,1,"Control","Foxj3"
"Ncf2",0.000656762460842049,0.0901235690258763,0.327,0.269,1,"Control","Ncf2"
"Zfp622",0.000670622469403884,0.0880551157074613,0.326,0.266,1,"Control","Zfp622"
"Ubr4",0.000677743672383917,0.090292353022997,0.266,0.218,1,"Control","Ubr4"
"Mprip",0.000686099490707607,0.0762384803366484,0.352,0.286,1,"Control","Mprip"
"Vps37b",0.000687579156439563,0.0778745057296135,0.364,0.302,1,"Control","Vps37b"
"Trim30a",0.000695137879298862,0.0869521447863375,0.275,0.22,1,"Control","Trim30a"
"Def8",0.000697210739683736,0.0839913199424388,0.33,0.267,1,"Control","Def8"
"Fus",0.000698709087699235,0.0702473075962295,0.866,0.844,1,"Control","Fus"
"Cog1",0.000707556122821323,0.066218493084658,0.12,0.084,1,"Control","Cog1"
"Hnrnpc",0.000708025292504802,0.0955456549913918,0.737,0.699,1,"Control","Hnrnpc"
"Srxn1",0.000708418825036104,0.0845858497072507,0.264,0.208,1,"Control","Srxn1"
"Tnfrsf13b",0.000712576812343747,0.0852874031042218,0.352,0.291,1,"Control","Tnfrsf13b"
"Pknox1",0.000716185851173732,0.0798950765964368,0.2,0.155,1,"Control","Pknox1"
"Pcdh7",0.000718887916285793,0.0704762847241574,0.113,0.08,1,"Control","Pcdh7"
"Cdc5l",0.000720997802100821,0.0860313496655765,0.393,0.333,1,"Control","Cdc5l"
"Mxi1",0.000721884293802101,0.0800186034118155,0.164,0.124,1,"Control","Mxi1"
"Mob1a",0.000730907449234582,0.0890328818419369,0.4,0.336,1,"Control","Mob1a"
"Zdhhc18",0.000730955606688229,0.0690815083576622,0.155,0.109,1,"Control","Zdhhc18"
"Arid4a",0.000732362946684119,0.0738088242431353,0.336,0.275,1,"Control","Arid4a"
